nome,status,nome_completo
Y-C-VI-2-NO-C-I-4,extra_na_pasta,Y-C-VI-2-NO-C-I-4.laz
Y-C-VI-2-NO-C-I-5,extra_na_pasta,Y-C-VI-2-NO-C-I-5.laz
Y-C-VI-2-NO-C-I-6,extra_na_pasta,Y-C-VI-2-NO-C-I-6.laz
Y-C-VI-2-NO-C-II-1,extra_na_pasta,Y-C-VI-2-NO-C-II-1.laz
Y-C-VI-2-NO-C-II-2,extra_na_pasta,Y-C-VI-2-NO-C-II-2.laz
Y-C-VI-2-NO-C-II-3,extra_na_pasta,Y-C-VI-2-NO-C-II-3.laz
Y-C-VI-2-NO-C-II-4,extra_na_pasta,Y-C-VI-2-NO-C-II-4.laz
Y-C-VI-2-NO-C-II-5,extra_na_pasta,Y-C-VI-2-NO-C-II-5.laz
Y-C-VI-2-NO-C-II-6,extra_na_pasta,Y-C-VI-2-NO-C-II-6.laz
Y-C-VI-2-NO-C-III-1,extra_na_pasta,Y-C-VI-2-NO-C-III-1.laz
Y-C-VI-2-NO-C-III-2,extra_na_pasta,Y-C-VI-2-NO-C-III-2.laz
Y-C-VI-2-NO-C-III-3,extra_na_pasta,Y-C-VI-2-NO-C-III-3.laz
Y-C-VI-2-NO-C-III-4,extra_na_pasta,Y-C-VI-2-NO-C-III-4.laz
Y-C-VI-2-NO-C-III-5,extra_na_pasta,Y-C-VI-2-NO-C-III-5.laz
Y-C-VI-2-NO-C-III-6,extra_na_pasta,Y-C-VI-2-NO-C-III-6.laz
Y-C-VI-2-NO-C-IV-1,extra_na_pasta,Y-C-VI-2-NO-C-IV-1.laz
Y-C-VI-2-NO-C-IV-2,presente_e_ok,Y-C-VI-2-NO-C-IV-2.laz
Y-C-VI-2-NO-C-IV-3,extra_na_pasta,Y-C-VI-2-NO-C-IV-3.laz
Y-C-VI-2-NO-C-IV-4,extra_na_pasta,Y-C-VI-2-NO-C-IV-4.laz
Y-C-VI-2-NO-C-IV-5,extra_na_pasta,Y-C-VI-2-NO-C-IV-5.laz
Y-C-VI-2-NO-C-IV-6,presente_e_ok,Y-C-VI-2-NO-C-IV-6.laz
Y-C-VI-2-NO-D-I-1,extra_na_pasta,Y-C-VI-2-NO-D-I-1.laz
Y-C-VI-2-NO-D-I-2,extra_na_pasta,Y-C-VI-2-NO-D-I-2.laz
Y-C-VI-2-NO-D-I-3,extra_na_pasta,Y-C-VI-2-NO-D-I-3.laz
Y-C-VI-2-NO-D-I-4,extra_na_pasta,Y-C-VI-2-NO-D-I-4.laz
Y-C-VI-2-NO-D-I-5,extra_na_pasta,Y-C-VI-2-NO-D-I-5.laz
Y-C-VI-2-NO-D-I-6,extra_na_pasta,Y-C-VI-2-NO-D-I-6.laz
Y-C-VI-2-NO-D-II-1,extra_na_pasta,Y-C-VI-2-NO-D-II-1.laz
Y-C-VI-2-NO-D-II-2,extra_na_pasta,Y-C-VI-2-NO-D-II-2.laz
Y-C-VI-2-NO-D-II-3,extra_na_pasta,Y-C-VI-2-NO-D-II-3.laz
Y-C-VI-2-NO-D-II-4,extra_na_pasta,Y-C-VI-2-NO-D-II-4.laz
Y-C-VI-2-NO-D-II-5,extra_na_pasta,Y-C-VI-2-NO-D-II-5.laz
Y-C-VI-2-NO-D-II-6,extra_na_pasta,Y-C-VI-2-NO-D-II-6.laz
Y-C-VI-2-NO-D-III-1,extra_na_pasta,Y-C-VI-2-NO-D-III-1.laz
Y-C-VI-2-NO-D-III-2,extra_na_pasta,Y-C-VI-2-NO-D-III-2.laz
Y-C-VI-2-NO-D-III-3,extra_na_pasta,Y-C-VI-2-NO-D-III-3.laz
Y-C-VI-2-NO-D-III-4,extra_na_pasta,Y-C-VI-2-NO-D-III-4.laz
Y-C-VI-2-NO-D-III-5,extra_na_pasta,Y-C-VI-2-NO-D-III-5.laz
Y-C-VI-2-NO-D-III-6,presente_e_ok,Y-C-VI-2-NO-D-III-6.laz
Y-C-VI-2-NO-D-IV-1,extra_na_pasta,Y-C-VI-2-NO-D-IV-1.laz
Y-C-VI-2-NO-D-IV-2,extra_na_pasta,Y-C-VI-2-NO-D-IV-2.laz
Y-C-VI-2-NO-D-IV-3,extra_na_pasta,Y-C-VI-2-NO-D-IV-3.laz
Y-C-VI-2-NO-D-IV-4,extra_na_pasta,Y-C-VI-2-NO-D-IV-4.laz
Y-C-VI-2-NO-D-IV-5,extra_na_pasta,Y-C-VI-2-NO-D-IV-5.laz
Y-C-VI-2-NO-D-IV-6,extra_na_pasta,Y-C-VI-2-NO-D-IV-6.laz
Y-C-VI-2-NO-E-I-1,extra_na_pasta,Y-C-VI-2-NO-E-I-1.laz
Y-C-VI-2-NO-E-I-2,extra_na_pasta,Y-C-VI-2-NO-E-I-2.laz
Y-C-VI-2-NO-E-I-3,extra_na_pasta,Y-C-VI-2-NO-E-I-3.laz
Y-C-VI-2-NO-E-I-4,extra_na_pasta,Y-C-VI-2-NO-E-I-4.laz
Y-C-VI-2-NO-E-I-5,extra_na_pasta,Y-C-VI-2-NO-E-I-5.laz
Y-C-VI-2-NO-E-I-6,extra_na_pasta,Y-C-VI-2-NO-E-I-6.laz
Y-C-VI-2-NO-E-II-1,extra_na_pasta,Y-C-VI-2-NO-E-II-1.laz
Y-C-VI-2-NO-E-II-2,extra_na_pasta,Y-C-VI-2-NO-E-II-2.laz
Y-C-VI-2-NO-E-II-3,extra_na_pasta,Y-C-VI-2-NO-E-II-3.laz
Y-C-VI-2-NO-E-II-4,extra_na_pasta,Y-C-VI-2-NO-E-II-4.laz
Y-C-VI-2-NO-E-II-5,extra_na_pasta,Y-C-VI-2-NO-E-II-5.laz
Y-C-VI-2-NO-E-II-6,extra_na_pasta,Y-C-VI-2-NO-E-II-6.laz
Y-C-VI-2-NO-E-III-1,extra_na_pasta,Y-C-VI-2-NO-E-III-1.laz
Y-C-VI-2-NO-E-III-2,extra_na_pasta,Y-C-VI-2-NO-E-III-2.laz
Y-C-VI-2-NO-E-III-3,extra_na_pasta,Y-C-VI-2-NO-E-III-3.laz
Y-C-VI-2-NO-E-III-4,extra_na_pasta,Y-C-VI-2-NO-E-III-4.laz
Y-C-VI-2-NO-E-III-5,extra_na_pasta,Y-C-VI-2-NO-E-III-5.laz
Y-C-VI-2-NO-E-III-6,extra_na_pasta,Y-C-VI-2-NO-E-III-6.laz
Y-C-VI-2-NO-E-IV-1,extra_na_pasta,Y-C-VI-2-NO-E-IV-1.laz
Y-C-VI-2-NO-E-IV-2,extra_na_pasta,Y-C-VI-2-NO-E-IV-2.laz
Y-C-VI-2-NO-E-IV-3,presente_e_ok,Y-C-VI-2-NO-E-IV-3.laz
Y-C-VI-2-NO-E-IV-4,presente_e_ok,Y-C-VI-2-NO-E-IV-4.laz
Y-C-VI-2-NO-E-IV-5,presente_e_ok,Y-C-VI-2-NO-E-IV-5.laz
Y-C-VI-2-NO-E-IV-6,extra_na_pasta,Y-C-VI-2-NO-E-IV-6.laz
Y-C-VI-2-NO-F-I-1,extra_na_pasta,Y-C-VI-2-NO-F-I-1.laz
Y-C-VI-2-NO-F-I-2,extra_na_pasta,Y-C-VI-2-NO-F-I-2.laz
Y-C-VI-2-NO-F-I-3,extra_na_pasta,Y-C-VI-2-NO-F-I-3.laz
Y-C-VI-2-NO-F-I-4,extra_na_pasta,Y-C-VI-2-NO-F-I-4.laz
Y-C-VI-2-NO-F-I-5,extra_na_pasta,Y-C-VI-2-NO-F-I-5.laz
Y-C-VI-2-NO-F-I-6,extra_na_pasta,Y-C-VI-2-NO-F-I-6.laz
Y-C-VI-2-NO-F-II-1,extra_na_pasta,Y-C-VI-2-NO-F-II-1.laz
Y-C-VI-2-NO-F-II-2,extra_na_pasta,Y-C-VI-2-NO-F-II-2.laz
Y-C-VI-2-NO-F-II-3,extra_na_pasta,Y-C-VI-2-NO-F-II-3.laz
Y-C-VI-2-NO-F-II-4,extra_na_pasta,Y-C-VI-2-NO-F-II-4.laz
Y-C-VI-2-NO-F-II-5,extra_na_pasta,Y-C-VI-2-NO-F-II-5.laz
Y-C-VI-2-NO-F-II-6,extra_na_pasta,Y-C-VI-2-NO-F-II-6.laz
Y-C-VI-2-NO-F-III-1,extra_na_pasta,Y-C-VI-2-NO-F-III-1.laz
Y-C-VI-2-NO-F-III-2,extra_na_pasta,Y-C-VI-2-NO-F-III-2.laz
Y-C-VI-2-NO-F-III-3,extra_na_pasta,Y-C-VI-2-NO-F-III-3.laz
Y-C-VI-2-NO-F-III-4,extra_na_pasta,Y-C-VI-2-NO-F-III-4.laz
Y-C-VI-2-NO-F-III-5,extra_na_pasta,Y-C-VI-2-NO-F-III-5.laz
Y-C-VI-2-NO-F-III-6,extra_na_pasta,Y-C-VI-2-NO-F-III-6.laz
Y-C-VI-2-NO-F-IV-1,extra_na_pasta,Y-C-VI-2-NO-F-IV-1.laz
Y-C-VI-2-NO-F-IV-2,extra_na_pasta,Y-C-VI-2-NO-F-IV-2.laz
Y-C-VI-2-NO-F-IV-3,extra_na_pasta,Y-C-VI-2-NO-F-IV-3.laz
Y-C-VI-2-NO-F-IV-4,extra_na_pasta,Y-C-VI-2-NO-F-IV-4.laz
Y-C-VI-2-NO-F-IV-5,extra_na_pasta,Y-C-VI-2-NO-F-IV-5.laz
Y-C-VI-2-NO-F-IV-6,extra_na_pasta,Y-C-VI-2-NO-F-IV-6.laz
Y-C-VI-2-SE-A-I-1,extra_na_pasta,Y-C-VI-2-SE-A-I-1.laz
Y-C-VI-2-SE-A-I-2,extra_na_pasta,Y-C-VI-2-SE-A-I-2.laz
Y-C-VI-2-SE-A-I-3,extra_na_pasta,Y-C-VI-2-SE-A-I-3.laz
Y-C-VI-2-SE-A-I-4,presente_e_ok,Y-C-VI-2-SE-A-I-4.laz
Y-C-VI-2-SE-A-I-5,extra_na_pasta,Y-C-VI-2-SE-A-I-5.laz
Y-C-VI-2-SE-A-I-6,extra_na_pasta,Y-C-VI-2-SE-A-I-6.laz
Y-C-VI-2-SE-A-II-1,extra_na_pasta,Y-C-VI-2-SE-A-II-1.laz
Y-C-VI-2-SE-A-II-2,extra_na_pasta,Y-C-VI-2-SE-A-II-2.laz
Y-C-VI-2-SE-A-II-4,extra_na_pasta,Y-C-VI-2-SE-A-II-4.laz
Y-C-VI-2-SE-A-II-5,extra_na_pasta,Y-C-VI-2-SE-A-II-5.laz
Y-C-VI-2-SE-A-III-1,presente_e_ok,Y-C-VI-2-SE-A-III-1.laz
Y-C-VI-2-SE-A-III-2,extra_na_pasta,Y-C-VI-2-SE-A-III-2.laz
Y-C-VI-2-SE-A-III-3,extra_na_pasta,Y-C-VI-2-SE-A-III-3.laz
Y-C-VI-2-SE-A-III-4,extra_na_pasta,Y-C-VI-2-SE-A-III-4.laz
Y-C-VI-2-SE-A-III-5,extra_na_pasta,Y-C-VI-2-SE-A-III-5.laz
Y-C-VI-2-SE-A-III-6,extra_na_pasta,Y-C-VI-2-SE-A-III-6.laz
Y-C-VI-2-SE-A-IV-1,extra_na_pasta,Y-C-VI-2-SE-A-IV-1.laz
Y-C-VI-2-SE-B-II-3,extra_na_pasta,Y-C-VI-2-SE-B-II-3.laz
Y-C-VI-2-SE-C-III-4,extra_na_pasta,Y-C-VI-2-SE-C-III-4.laz
Y-C-VI-2-SE-E-I-1,extra_na_pasta,Y-C-VI-2-SE-E-I-1.laz
Y-C-VI-2-SO-A-I-1,extra_na_pasta,Y-C-VI-2-SO-A-I-1.laz
Y-C-VI-2-SO-A-I-2,extra_na_pasta,Y-C-VI-2-SO-A-I-2.laz
Y-C-VI-2-SO-A-I-3,presente_e_ok,Y-C-VI-2-SO-A-I-3.laz
Y-C-VI-2-SO-A-I-4,extra_na_pasta,Y-C-VI-2-SO-A-I-4.laz
Y-C-VI-2-SO-A-I-5,extra_na_pasta,Y-C-VI-2-SO-A-I-5.laz
Y-C-VI-2-SO-A-I-6,presente_e_ok,Y-C-VI-2-SO-A-I-6.laz
Y-C-VI-2-SO-A-II-1,extra_na_pasta,Y-C-VI-2-SO-A-II-1.laz
Y-C-VI-2-SO-A-II-2,extra_na_pasta,Y-C-VI-2-SO-A-II-2.laz
Y-C-VI-2-SO-A-II-3,extra_na_pasta,Y-C-VI-2-SO-A-II-3.laz
Y-C-VI-2-SO-A-II-4,extra_na_pasta,Y-C-VI-2-SO-A-II-4.laz
Y-C-VI-2-SO-A-II-5,extra_na_pasta,Y-C-VI-2-SO-A-II-5.laz
Y-C-VI-2-SO-A-II-6,extra_na_pasta,Y-C-VI-2-SO-A-II-6.laz
Y-C-VI-2-SO-A-III-1,extra_na_pasta,Y-C-VI-2-SO-A-III-1.laz
Y-C-VI-2-SO-A-III-2,extra_na_pasta,Y-C-VI-2-SO-A-III-2.laz
Y-C-VI-2-SO-A-III-3,presente_e_ok,Y-C-VI-2-SO-A-III-3.laz
Y-C-VI-2-SO-A-III-4,extra_na_pasta,Y-C-VI-2-SO-A-III-4.laz
Y-C-VI-2-SO-A-III-5,extra_na_pasta,Y-C-VI-2-SO-A-III-5.laz
Y-C-VI-2-SO-A-III-6,presente_e_ok,Y-C-VI-2-SO-A-III-6.laz
Y-C-VI-2-SO-A-IV-1,extra_na_pasta,Y-C-VI-2-SO-A-IV-1.laz
Y-C-VI-2-SO-A-IV-2,extra_na_pasta,Y-C-VI-2-SO-A-IV-2.laz
Y-C-VI-2-SO-A-IV-3,extra_na_pasta,Y-C-VI-2-SO-A-IV-3.laz
Y-C-VI-2-SO-A-IV-4,extra_na_pasta,Y-C-VI-2-SO-A-IV-4.laz
Y-C-VI-2-SO-A-IV-5,extra_na_pasta,Y-C-VI-2-SO-A-IV-5.laz
Y-C-VI-2-SO-A-IV-6,extra_na_pasta,Y-C-VI-2-SO-A-IV-6.laz
Y-C-VI-2-SO-B-I-1,extra_na_pasta,Y-C-VI-2-SO-B-I-1.laz
Y-C-VI-2-SO-B-I-2,extra_na_pasta,Y-C-VI-2-SO-B-I-2.laz
Y-C-VI-2-SO-B-I-3,extra_na_pasta,Y-C-VI-2-SO-B-I-3.laz
Y-C-VI-2-SO-B-I-4,extra_na_pasta,Y-C-VI-2-SO-B-I-4.laz
Y-C-VI-2-SO-B-I-5,extra_na_pasta,Y-C-VI-2-SO-B-I-5.laz
Y-C-VI-2-SO-B-I-6,extra_na_pasta,Y-C-VI-2-SO-B-I-6.laz
Y-C-VI-2-SO-B-II-1,extra_na_pasta,Y-C-VI-2-SO-B-II-1.laz
Y-C-VI-2-SO-B-II-2,extra_na_pasta,Y-C-VI-2-SO-B-II-2.laz
Y-C-VI-2-SO-B-II-3,extra_na_pasta,Y-C-VI-2-SO-B-II-3.laz
Y-C-VI-2-SO-B-II-4,extra_na_pasta,Y-C-VI-2-SO-B-II-4.laz
Y-C-VI-2-SO-B-II-5,extra_na_pasta,Y-C-VI-2-SO-B-II-5.laz
Y-C-VI-2-SO-B-II-6,extra_na_pasta,Y-C-VI-2-SO-B-II-6.laz
Y-C-VI-2-SO-B-III-1,extra_na_pasta,Y-C-VI-2-SO-B-III-1.laz
Y-C-VI-2-SO-B-III-2,extra_na_pasta,Y-C-VI-2-SO-B-III-2.laz
Y-C-VI-2-SO-B-III-3,extra_na_pasta,Y-C-VI-2-SO-B-III-3.laz
Y-C-VI-2-SO-B-III-4,extra_na_pasta,Y-C-VI-2-SO-B-III-4.laz
Y-C-VI-2-SO-B-III-5,extra_na_pasta,Y-C-VI-2-SO-B-III-5.laz
Y-C-VI-2-SO-B-III-6,extra_na_pasta,Y-C-VI-2-SO-B-III-6.laz
Y-C-VI-2-SO-B-IV-1,extra_na_pasta,Y-C-VI-2-SO-B-IV-1.laz
Y-C-VI-2-SO-B-IV-2,extra_na_pasta,Y-C-VI-2-SO-B-IV-2.laz
Y-C-VI-2-SO-B-IV-3,extra_na_pasta,Y-C-VI-2-SO-B-IV-3.laz
Y-C-VI-2-SO-B-IV-4,extra_na_pasta,Y-C-VI-2-SO-B-IV-4.laz
Y-C-VI-2-SO-B-IV-5,extra_na_pasta,Y-C-VI-2-SO-B-IV-5.laz
Y-C-VI-2-SO-B-IV-6,extra_na_pasta,Y-C-VI-2-SO-B-IV-6.laz
Y-C-VI-2-SO-C-I-1,extra_na_pasta,Y-C-VI-2-SO-C-I-1.laz
Y-C-VI-2-SO-C-I-2,extra_na_pasta,Y-C-VI-2-SO-C-I-2.laz
Y-C-VI-2-SO-C-I-3,extra_na_pasta,Y-C-VI-2-SO-C-I-3.laz
Y-C-VI-2-SO-C-I-4,extra_na_pasta,Y-C-VI-2-SO-C-I-4.laz
Y-C-VI-2-SO-C-I-5,extra_na_pasta,Y-C-VI-2-SO-C-I-5.laz
Y-C-VI-2-SO-C-I-6,presente_e_ok,Y-C-VI-2-SO-C-I-6.laz
Y-C-VI-2-SO-C-II-1,extra_na_pasta,Y-C-VI-2-SO-C-II-1.laz
Y-C-VI-2-SO-C-II-2,extra_na_pasta,Y-C-VI-2-SO-C-II-2.laz
Y-C-VI-2-SO-C-II-3,extra_na_pasta,Y-C-VI-2-SO-C-II-3.laz
Y-C-VI-2-SO-C-II-4,extra_na_pasta,Y-C-VI-2-SO-C-II-4.laz
Y-C-VI-2-SO-C-II-5,extra_na_pasta,Y-C-VI-2-SO-C-II-5.laz
Y-C-VI-2-SO-C-II-6,extra_na_pasta,Y-C-VI-2-SO-C-II-6.laz
Y-C-VI-2-SO-C-III-1,presente_e_ok,Y-C-VI-2-SO-C-III-1.laz
Y-C-VI-2-SO-C-III-2,extra_na_pasta,Y-C-VI-2-SO-C-III-2.laz
Y-C-VI-2-SO-C-III-3,presente_e_ok,Y-C-VI-2-SO-C-III-3.laz
Y-C-VI-2-SO-C-III-4,presente_e_ok,Y-C-VI-2-SO-C-III-4.laz
Y-C-VI-2-SO-C-III-5,extra_na_pasta,Y-C-VI-2-SO-C-III-5.laz
Y-C-VI-2-SO-C-III-6,presente_e_ok,Y-C-VI-2-SO-C-III-6.laz
Y-C-VI-2-SO-C-IV-1,extra_na_pasta,Y-C-VI-2-SO-C-IV-1.laz
Y-C-VI-2-SO-C-IV-2,extra_na_pasta,Y-C-VI-2-SO-C-IV-2.laz
Y-C-VI-2-SO-C-IV-3,extra_na_pasta,Y-C-VI-2-SO-C-IV-3.laz
Y-C-VI-2-SO-C-IV-4,presente_e_ok,Y-C-VI-2-SO-C-IV-4.laz
Y-C-VI-2-SO-C-IV-5,extra_na_pasta,Y-C-VI-2-SO-C-IV-5.laz
Y-C-VI-2-SO-C-IV-6,extra_na_pasta,Y-C-VI-2-SO-C-IV-6.laz
Y-C-VI-2-SO-D-I-1,extra_na_pasta,Y-C-VI-2-SO-D-I-1.laz
Y-C-VI-2-SO-D-I-2,extra_na_pasta,Y-C-VI-2-SO-D-I-2.laz
Y-C-VI-2-SO-D-I-3,extra_na_pasta,Y-C-VI-2-SO-D-I-3.laz
Y-C-VI-2-SO-D-I-4,extra_na_pasta,Y-C-VI-2-SO-D-I-4.laz
Y-C-VI-2-SO-D-I-5,extra_na_pasta,Y-C-VI-2-SO-D-I-5.laz
Y-C-VI-2-SO-D-I-6,extra_na_pasta,Y-C-VI-2-SO-D-I-6.laz
Y-C-VI-2-SO-D-II-1,extra_na_pasta,Y-C-VI-2-SO-D-II-1.laz
Y-C-VI-2-SO-D-II-2,extra_na_pasta,Y-C-VI-2-SO-D-II-2.laz
Y-C-VI-2-SO-D-II-3,extra_na_pasta,Y-C-VI-2-SO-D-II-3.laz
Y-C-VI-2-SO-D-II-4,extra_na_pasta,Y-C-VI-2-SO-D-II-4.laz
Y-C-VI-2-SO-D-II-5,extra_na_pasta,Y-C-VI-2-SO-D-II-5.laz
Y-C-VI-2-SO-D-II-6,extra_na_pasta,Y-C-VI-2-SO-D-II-6.laz
Y-C-VI-2-SO-D-III-1,extra_na_pasta,Y-C-VI-2-SO-D-III-1.laz
Y-C-VI-2-SO-D-III-2,extra_na_pasta,Y-C-VI-2-SO-D-III-2.laz
Y-C-VI-2-SO-D-III-3,extra_na_pasta,Y-C-VI-2-SO-D-III-3.laz
Y-C-VI-2-SO-D-III-4,extra_na_pasta,Y-C-VI-2-SO-D-III-4.laz
Y-C-VI-2-SO-D-III-5,extra_na_pasta,Y-C-VI-2-SO-D-III-5.laz
Y-C-VI-2-SO-D-III-6,extra_na_pasta,Y-C-VI-2-SO-D-III-6.laz
Y-C-VI-2-SO-D-IV-1,extra_na_pasta,Y-C-VI-2-SO-D-IV-1.laz
Y-C-VI-2-SO-D-IV-2,extra_na_pasta,Y-C-VI-2-SO-D-IV-2.laz
Y-C-VI-2-SO-D-IV-3,extra_na_pasta,Y-C-VI-2-SO-D-IV-3.laz
Y-C-VI-2-SO-D-IV-4,presente_e_ok,Y-C-VI-2-SO-D-IV-4.laz
Y-C-VI-2-SO-D-IV-5,extra_na_pasta,Y-C-VI-2-SO-D-IV-5.laz
Y-C-VI-2-SO-D-IV-6,extra_na_pasta,Y-C-VI-2-SO-D-IV-6.laz
Y-C-VI-2-SO-E-I-1,presente_e_ok,Y-C-VI-2-SO-E-I-1.laz
Y-C-VI-2-SO-E-I-2,extra_na_pasta,Y-C-VI-2-SO-E-I-2.laz
Y-C-VI-2-SO-E-I-3,presente_e_ok,Y-C-VI-2-SO-E-I-3.laz
Y-C-VI-2-SO-E-I-4,extra_na_pasta,Y-C-VI-2-SO-E-I-4.laz
Y-C-VI-2-SO-E-I-5,presente_e_ok,Y-C-VI-2-SO-E-I-5.laz
Y-C-VI-2-SO-E-I-6,extra_na_pasta,Y-C-VI-2-SO-E-I-6.laz
Y-C-VI-2-SO-E-II-1,extra_na_pasta,Y-C-VI-2-SO-E-II-1.laz
Y-C-VI-2-SO-E-II-2,extra_na_pasta,Y-C-VI-2-SO-E-II-2.laz
Y-C-VI-2-SO-E-II-3,extra_na_pasta,Y-C-VI-2-SO-E-II-3.laz
Y-C-VI-2-SO-E-II-4,extra_na_pasta,Y-C-VI-2-SO-E-II-4.laz
Y-C-VI-2-SO-E-II-5,extra_na_pasta,Y-C-VI-2-SO-E-II-5.laz
Y-C-VI-2-SO-E-II-6,extra_na_pasta,Y-C-VI-2-SO-E-II-6.laz
Y-C-VI-2-SO-E-III-1,extra_na_pasta,Y-C-VI-2-SO-E-III-1.laz
Y-C-VI-2-SO-E-III-2,presente_e_ok,Y-C-VI-2-SO-E-III-2.laz
Y-C-VI-2-SO-E-III-3,extra_na_pasta,Y-C-VI-2-SO-E-III-3.laz
Y-C-VI-2-SO-E-III-4,presente_e_ok,Y-C-VI-2-SO-E-III-4.laz
Y-C-VI-2-SO-E-III-5,presente_e_ok,Y-C-VI-2-SO-E-III-5.laz
Y-C-VI-2-SO-E-III-6,presente_e_ok,Y-C-VI-2-SO-E-III-6.laz
Y-C-VI-2-SO-E-IV-1,extra_na_pasta,Y-C-VI-2-SO-E-IV-1.laz
Y-C-VI-2-SO-E-IV-2,extra_na_pasta,Y-C-VI-2-SO-E-IV-2.laz
Y-C-VI-2-SO-E-IV-3,extra_na_pasta,Y-C-VI-2-SO-E-IV-3.laz
Y-C-VI-2-SO-E-IV-4,extra_na_pasta,Y-C-VI-2-SO-E-IV-4.laz
Y-C-VI-2-SO-E-IV-5,extra_na_pasta,Y-C-VI-2-SO-E-IV-5.laz
Y-C-VI-2-SO-E-IV-6,extra_na_pasta,Y-C-VI-2-SO-E-IV-6.laz
Y-C-VI-2-SO-F-I-1,extra_na_pasta,Y-C-VI-2-SO-F-I-1.laz
Y-C-VI-2-SO-F-I-2,extra_na_pasta,Y-C-VI-2-SO-F-I-2.laz
Y-C-VI-2-SO-F-I-3,extra_na_pasta,Y-C-VI-2-SO-F-I-3.laz
Y-C-VI-2-SO-F-I-4,extra_na_pasta,Y-C-VI-2-SO-F-I-4.laz
Y-C-VI-2-SO-F-I-5,extra_na_pasta,Y-C-VI-2-SO-F-I-5.laz
Y-C-VI-2-SO-F-I-6,extra_na_pasta,Y-C-VI-2-SO-F-I-6.laz
Y-C-VI-2-SO-F-II-1,extra_na_pasta,Y-C-VI-2-SO-F-II-1.laz
Y-C-VI-2-SO-F-II-2,extra_na_pasta,Y-C-VI-2-SO-F-II-2.laz
Y-C-VI-2-SO-F-II-3,extra_na_pasta,Y-C-VI-2-SO-F-II-3.laz
Y-C-VI-2-SO-F-II-4,extra_na_pasta,Y-C-VI-2-SO-F-II-4.laz
Y-C-VI-2-SO-F-II-5,extra_na_pasta,Y-C-VI-2-SO-F-II-5.laz
Y-C-VI-2-SO-F-II-6,extra_na_pasta,Y-C-VI-2-SO-F-II-6.laz
Y-C-VI-2-SO-F-III-1,extra_na_pasta,Y-C-VI-2-SO-F-III-1.laz
Y-C-VI-2-SO-F-III-2,extra_na_pasta,Y-C-VI-2-SO-F-III-2.laz
Y-C-VI-2-SO-F-III-3,extra_na_pasta,Y-C-VI-2-SO-F-III-3.laz
Y-C-VI-2-SO-F-III-4,presente_e_ok,Y-C-VI-2-SO-F-III-4.laz
Y-C-VI-2-SO-F-III-5,extra_na_pasta,Y-C-VI-2-SO-F-III-5.laz
Y-C-VI-2-SO-F-III-6,extra_na_pasta,Y-C-VI-2-SO-F-III-6.laz
Y-C-VI-2-SO-F-IV-1,extra_na_pasta,Y-C-VI-2-SO-F-IV-1.laz
Y-C-VI-2-SO-F-IV-2,extra_na_pasta,Y-C-VI-2-SO-F-IV-2.laz
Y-C-VI-2-SO-F-IV-4,extra_na_pasta,Y-C-VI-2-SO-F-IV-4.laz
Y-C-VI-3-NE-B-I-3,extra_na_pasta,Y-C-VI-3-NE-B-I-3.laz
Y-C-VI-3-NE-B-I-6,extra_na_pasta,Y-C-VI-3-NE-B-I-6.laz
Y-C-VI-3-NE-B-II-1,presente_e_ok,Y-C-VI-3-NE-B-II-1.laz
Y-C-VI-3-NE-B-II-2,presente_e_ok,Y-C-VI-3-NE-B-II-2.laz
Y-C-VI-3-NE-B-II-3,extra_na_pasta,Y-C-VI-3-NE-B-II-3.laz
Y-C-VI-3-NE-B-II-4,presente_e_ok,Y-C-VI-3-NE-B-II-4.laz
Y-C-VI-3-NE-B-II-5,presente_e_ok,Y-C-VI-3-NE-B-II-5.laz
Y-C-VI-3-NE-B-II-6,extra_na_pasta,Y-C-VI-3-NE-B-II-6.laz
Y-C-VI-3-NE-B-III-3,presente_e_ok,Y-C-VI-3-NE-B-III-3.laz
Y-C-VI-3-NE-B-III-5,extra_na_pasta,Y-C-VI-3-NE-B-III-5.laz
Y-C-VI-3-NE-B-III-6,extra_na_pasta,Y-C-VI-3-NE-B-III-6.laz
Y-C-VI-3-NE-B-IV-1,extra_na_pasta,Y-C-VI-3-NE-B-IV-1.laz
Y-C-VI-3-NE-B-IV-2,extra_na_pasta,Y-C-VI-3-NE-B-IV-2.laz
Y-C-VI-3-NE-B-IV-3,extra_na_pasta,Y-C-VI-3-NE-B-IV-3.laz
Y-C-VI-3-NE-B-IV-4,extra_na_pasta,Y-C-VI-3-NE-B-IV-4.laz
Y-C-VI-3-NE-B-IV-5,extra_na_pasta,Y-C-VI-3-NE-B-IV-5.laz
Y-C-VI-3-NE-B-IV-6,extra_na_pasta,Y-C-VI-3-NE-B-IV-6.laz
Y-C-VI-3-NE-D-I-2,extra_na_pasta,Y-C-VI-3-NE-D-I-2.laz
Y-C-VI-3-NE-D-I-3,extra_na_pasta,Y-C-VI-3-NE-D-I-3.laz
Y-C-VI-3-NE-D-I-4,extra_na_pasta,Y-C-VI-3-NE-D-I-4.laz
Y-C-VI-3-NE-D-I-5,presente_e_ok,Y-C-VI-3-NE-D-I-5.laz
Y-C-VI-3-NE-D-I-6,extra_na_pasta,Y-C-VI-3-NE-D-I-6.laz
Y-C-VI-3-NE-D-II-1,extra_na_pasta,Y-C-VI-3-NE-D-II-1.laz
